family,model,model_id_or_snapshot,public_release_date,release_date_basis,release_source_url,deprecation_retirement_date,lifecycle_status,deprecation_source_url,access_date,notes
OpenAI,ChatGPT (GPT-3.5),chatgpt-consumer,2022-11-30,Consumer product launch,https://openai.com/blog,NA,product (rolling),https://developers.openai.com/api/docs/deprecations,2026-06-30,"Consumer ChatGPT; most early ophthalmology papers tested THIS, not a dated API snapshot. Nov 30 2022 launch should be confirmed on OpenAI blog."
OpenAI,GPT-3.5 Turbo,gpt-3.5-turbo-0301,2023-03-01,API snapshot date,https://developers.openai.com/api/docs/deprecations,2024-09-13,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Snapshot-date convention. Shutdown 2024-09-13 per official deprecations page."
OpenAI,GPT-3.5 Turbo,gpt-3.5-turbo-0613,2023-06-13,API snapshot date,https://developers.openai.com/api/docs/deprecations,2024-09-13,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-3.5 Turbo,gpt-3.5-turbo-1106,2023-11-06,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-09-28,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-3.5 Turbo,gpt-3.5-turbo-0125,2024-01-25,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Default gpt-3.5-turbo alias points here."
OpenAI,GPT-4,gpt-4-0314,2023-03-14,API snapshot / announcement,https://developers.openai.com/api/docs/deprecations,2026-03-26,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"GPT-4 announced 2023-03-14."
OpenAI,GPT-4,gpt-4-0613,2023-06-13,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Default gpt-4 alias points here."
OpenAI,GPT-4 32k,gpt-4-32k,2023-06-13,API snapshot date,https://developers.openai.com/api/docs/deprecations,2025-06-06,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-4 Turbo (preview),gpt-4-1106-preview,2023-11-06,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"DevDay 2023-11-06."
OpenAI,GPT-4 Turbo (preview),gpt-4-0125-preview,2024-01-25,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-03-26,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-4 Turbo,gpt-4-turbo-2024-04-09,2024-04-09,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"First GA GPT-4 Turbo with vision."
OpenAI,GPT-4V (vision preview),gpt-4-vision-preview,2023-11-06,API snapshot date,https://developers.openai.com/api/docs/deprecations,2024-12-06,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,"ChatGPT vision rollout ~2023-09; API preview 2023-11-06."
OpenAI,GPT-4o,gpt-4o-2024-05-13,2024-05-13,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"GPT-4o announced 2024-05-13."
OpenAI,GPT-4o,gpt-4o-2024-08-06,2024-08-06,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-03-31,platform-specific,https://learn.microsoft.com/en-us/azure/foundry/openai/concepts/model-retirements,2026-06-30,"OpenAI-direct shutdown not yet listed; Azure retired 2024-05-13 & 2024-08-06 on 2026-03-31."
OpenAI,GPT-4o,gpt-4o-2024-11-20,2024-11-20,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-01,platform-specific,https://learn.microsoft.com/en-us/azure/foundry/openai/concepts/model-retirements,2026-06-30,"OpenAI-direct active; Azure retires 2026-10-01."
OpenAI,GPT-4o mini,gpt-4o-mini-2024-07-18,2024-07-18,API snapshot date,https://developers.openai.com/api/docs/deprecations,NA,active,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Not listed for shutdown as of access date."
OpenAI,ChatGPT-4o (latest),chatgpt-4o-latest,2024-08-13,Rolling alias,https://developers.openai.com/api/docs/deprecations,2026-02-17,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Rolling snapshot; deprecated 2025-11-18, shutdown 2026-02-17."
OpenAI,o1-preview,o1-preview-2024-09-12,2024-09-12,API snapshot date,https://developers.openai.com/api/docs/deprecations,2025-07-28,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,o1-mini,o1-mini-2024-09-12,2024-09-12,API snapshot date,https://developers.openai.com/api/docs/deprecations,2025-10-27,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,o1,o1-2024-12-17,2024-12-17,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"o1 full released ~2024-12-05; snapshot 2024-12-17."
OpenAI,o3-mini,o3-mini-2025-01-31,2025-01-31,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-4.5 (preview),gpt-4.5-preview,2025-02-27,Announcement,https://developers.openai.com/api/docs/deprecations,2025-07-14,retired,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Short-lived: released 2025-02-27, shutdown 2025-07-14 (~4.5 months). Useful exemplar."
OpenAI,GPT-4.1,gpt-4.1-2025-04-14,2025-04-14,API snapshot date,https://developers.openai.com/api/docs/deprecations,NA,active,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Base active; gpt-4.1-nano shutdown 2026-10-23."
OpenAI,o3,o3-2025-04-16,2025-04-16,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-12-11,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,o4-mini,o4-mini-2025-04-16,2025-04-16,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-10-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-5,gpt-5-2025-08-07,2025-08-07,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-12-11,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Deprecated 2026-06-11, shutdown 2026-12-11."
Anthropic,Claude 1 / Instant,claude-1,2023-03-14,Announcement,https://www.anthropic.com/news,2025,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Notified 2024-09-04; retired 2025. Confirm exact date on deprecation page."
Anthropic,Claude 2,claude-2.0,2023-07-11,Announcement,https://www.anthropic.com/news,2025,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Notified 2025-01-21; retired 2025. Exact retirement date per official page."
Anthropic,Claude 2.1,claude-2.1,2023-11-21,Announcement,https://www.anthropic.com/news,2025,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Notified 2025-01-21; retired 2025."
Anthropic,Claude 3 Opus,claude-3-opus-20240229,2024-03-04,Announcement,https://www.anthropic.com/news/claude-3-family,2026-01-05,retired,https://www.anthropic.com/research/deprecation-updates-opus-3,2026-06-30,"Retired 2026-01-05; still accessible to paid claude.ai users / API by request."
Anthropic,Claude 3 Sonnet,claude-3-sonnet-20240229,2024-03-04,Announcement,https://www.anthropic.com/news/claude-3-family,2025-07-21,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude 3 Haiku,claude-3-haiku-20240307,2024-03-13,Announcement,https://www.anthropic.com/news/claude-3-haiku,2026-04-20,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude 3.5 Sonnet,claude-3-5-sonnet-20240620,2024-06-20,Announcement,https://www.anthropic.com/news/claude-3-5-sonnet,2026-02-19,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude 3.5 Sonnet (v2),claude-3-5-sonnet-20241022,2024-10-22,Announcement,https://www.anthropic.com/news,2026-02-19,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"'Upgraded' 3.5 Sonnet."
Anthropic,Claude 3.5 Haiku,claude-3-5-haiku-20241022,2024-10-22,Announcement,https://www.anthropic.com/news,2026-02-19,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Announced 2024-10-22; API availability ~2024-11."
Anthropic,Claude 3.7 Sonnet,claude-3-7-sonnet-20250219,2025-02-24,Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,2026-02-19,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Retirement notified 2025-10-28; retired 2026-02-19."
Anthropic,Claude Opus 4,claude-opus-4-20250514,2025-05-22,Announcement,https://www.anthropic.com/news/claude-4,2026-06-15,deprecated,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Deprecated; retirement 2026-06-15."
Anthropic,Claude Sonnet 4,claude-sonnet-4-20250514,2025-05-22,Announcement,https://www.anthropic.com/news/claude-4,2026-06-15,deprecated,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Deprecated; retirement 2026-06-15."
Anthropic,Claude Opus 4.1,claude-opus-4-1-20250805,2025-08-05,Model ID date,https://www.anthropic.com/news,2026-08-05,deprecated,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Deprecated 2026-06-05; retirement 2026-08-05."
Google,Bard (LaMDA then PaLM 2),bard,2023-03-21,Public access (waitlist); announced 2023-02-06,https://en.wikipedia.org/wiki/Gemini_(language_model),NA,renamed,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Broad availability 2023-05-10. Renamed Gemini 2024-02. Confirm on Google blog."
Google,PaLM 2,text-bison,2023-05-10,Google I/O,https://en.wikipedia.org/wiki/Gemini_(language_model),retired,platform-specific,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Vertex PaLM 2 (text-bison) retired; exact date per Vertex lifecycle page."
Google,Gemini 1.0 Pro,gemini-1.0-pro,2023-12-06,Announcement,https://en.wikipedia.org/wiki/Gemini_(language_model),retired,platform-specific,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Pro and Nano 2023-12-06. Vertex retirement date per lifecycle page."
Google,Gemini 1.0 Ultra,gemini-1.0-ultra,2024-02-08,Gemini Advanced launch,https://en.wikipedia.org/wiki/Gemini_(language_model),retired,platform-specific,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,""
Google,Gemini 1.5 Pro,gemini-1.5-pro,2024-02-15,Announcement; wider GA May 2024,https://en.wikipedia.org/wiki/Gemini_(language_model),retired,platform-specific,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Confirm exact announce/GA dates on Google blog."
Google,Gemini 1.5 Flash,gemini-1.5-flash,2024-05-14,Google I/O 2024,https://en.wikipedia.org/wiki/Gemini_(language_model),retired,platform-specific,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,""
Google,Gemini 2.0 Flash,gemini-2.0-flash,2024-12-11,Experimental release; GA 2025-02-05,https://en.wikipedia.org/wiki/Gemini_(language_model),platform-specific,active-or-legacy,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Experimental 2024-12-11; GA 2025-02-05."
Google,Gemini 2.5 Pro,gemini-2.5-pro,2025-03-25,Experimental release; GA 2025-06-17,https://en.wikipedia.org/wiki/Gemini_(language_model),active,active,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"Experimental 2025-03-25; GA 2025-06-17."
Google,Gemini 2.5 Flash,gemini-2.5-flash,2025-06-17,GA (announced I/O May 2025),https://en.wikipedia.org/wiki/Gemini_(language_model),active,active,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,""
Google,Gemini 3 Pro,gemini-3-pro,2025-11-18,Announcement,https://en.wikipedia.org/wiki/Gemini_(language_model),active,active,https://docs.cloud.google.com/gemini-enterprise-agent-platform/models/model-versions,2026-06-30,"3 Pro and 3 Deep Think 2025-11-18."
Meta,Llama 1 (LLaMA),llama-7b/13b/65b,2023-02-24,Announcement (weights leaked 2023-03-03),https://en.wikipedia.org/wiki/Llama_(language_model),NA,open-weights,https://en.wikipedia.org/wiki/Llama_(language_model),2026-06-30,"Open weights: no central retirement. Runnable indefinitely once downloaded."
Meta,Llama 2,llama-2-7b/13b/70b,2023-07-18,Announcement,https://ai.meta.com/blog/llama-2/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"Open weights."
Meta,Llama 3,llama-3-8b/70b,2024-04-18,Announcement,https://ai.meta.com/blog/meta-llama-3/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"Open weights."
Meta,Llama 3.1,llama-3.1-8b/70b/405b,2024-07-23,Announcement,https://ai.meta.com/blog/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"First frontier-level open model (405B)."
Meta,Llama 3.2,llama-3.2-1b/3b/11b-vision/90b-vision,2024-09-25,Meta Connect 2024,https://ai.meta.com/blog/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"First multimodal Llama. EU multimodal carve-out."
Meta,Llama 3.3,llama-3.3-70b,2024-12-06,Announcement,https://ai.meta.com/blog/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"Open weights."
Meta,Llama 4 (Scout/Maverick),llama-4-scout/maverick,2025-04-05,Announcement,https://ai.meta.com/blog/,NA,open-weights,https://ai.meta.com/blog/,2026-06-30,"Open weights. Behemoth never released."
OpenAI,o3-pro,o3-pro-2025-06-10,2025-06-10,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-12-11,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-5 Pro,gpt-5-pro-2025-10-06,2025-10-06,API snapshot date,https://developers.openai.com/api/docs/deprecations,2026-12-11,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,""
OpenAI,GPT-5.1,gpt-5.1,2025-11,Announcement (exact day: confirm on OpenAI blog),https://help.openai.com/en/articles/9624314-model-release-notes,2026-07-23,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Removed from ChatGPT 2026-03-11; API gpt-5.1-chat-latest/codex shutdown 2026-07-23."
OpenAI,GPT-5.2,gpt-5.2,2025-12-11,Announcement,https://en.wikipedia.org/wiki/GPT-5.2,2026-08-10,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Removed from ChatGPT 2026-06-12; API gpt-5.2-chat-latest shutdown 2026-08-10, gpt-5.2-codex 2026-07-23."
OpenAI,GPT-5.3,gpt-5.3,2026-02,Announcement (5.3-Codex 2026-02-05; 5.3 Instant ~Mar 2026),https://en.wikipedia.org/wiki/GPT-5.2,2026-08-10,deprecated,https://developers.openai.com/api/docs/deprecations,2026-06-30,"gpt-5.3-chat-latest shutdown 2026-08-10."
OpenAI,GPT-5.4,gpt-5.4,2026-03-05,Public release,https://en.wikipedia.org/wiki/GPT-5.2,NA,active,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Frontier model; 5.3 Instant shipped alongside 5.4 Thinking/Pro."
OpenAI,GPT-5.5,gpt-5.5,2026-04-23,Announcement (API 2026-04-24),https://openai.com/index/introducing-gpt-5-5/,NA,active,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Current GA frontier model; 5.5 Instant became ChatGPT default 2026-05-05."
OpenAI,GPT-5.6 (Sol/Terra/Luna),gpt-5.6-sol,2026-06-26,Limited preview,https://openai.com/index/introducing-gpt-5-2/,NA,preview,https://developers.openai.com/api/docs/deprecations,2026-06-30,"Limited preview to trusted partners via API/Codex; not GA as of access date."
Anthropic,Claude Sonnet 4.5,claude-sonnet-4-5-20250929,2025-09-29,Model ID / announcement,https://www.anthropic.com/news,NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude Haiku 4.5,claude-haiku-4-5-20251001,2025-10-15,Announcement (snapshot ID 20251001),https://en.wikipedia.org/wiki/Claude_(language_model),NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Wikipedia: released 2025-10-15; model-ID snapshot date 2025-10-01."
Anthropic,Claude Opus 4.5,claude-opus-4-5,2025-11-24,Announcement,https://en.wikipedia.org/wiki/Claude_(language_model),NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"First model >80% SWE-bench Verified (80.9%)."
Anthropic,Claude Opus 4.6,claude-opus-4-6,2026-02-05,Announcement,https://en.wikipedia.org/wiki/Claude_(language_model),NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,2026-02-17,Announcement,https://en.wikipedia.org/wiki/Claude_(language_model),NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Internal checkpoint claude-sonnet-5@20260203 (Fennec leak) renamed and shipped as Sonnet 4.6."
Anthropic,Claude Opus 4.7,claude-opus-4-7,2026-04-16,Announcement,https://en.wikipedia.org/wiki/Claude_(language_model),NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,""
Anthropic,Claude Opus 4.8,claude-opus-4-8,2026-05,Announcement (exact day: confirm on Anthropic news),https://hidekazu-konishi.com/entry/anthropic_claude_model_release_timeline.html,NA,active,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Current Opus-tier flagship as of access date."
Anthropic,Claude Mythos Preview,claude-mythos-preview,2026-04-07,Project Glasswing announcement,https://www.anthropic.com/glasswing,2026-06-30,retired,https://docs.claude.com/en/docs/about-claude/model-deprecations,2026-06-30,"Limited-access research preview (defensive cyber); scheduled retirement 2026-06-30."
Anthropic,Claude Fable 5,claude-fable-5,2026-06-09,GA announcement,https://platform.claude.com/docs/en/about-claude/models/overview,NA,suspended,https://www.anthropic.com/news/fable-mythos-access,2026-06-30,"Mythos-class, above Opus. GA 2026-06-09; access SUSPENDED 2026-06-12 under US export directive (suspension != deprecation)."
Anthropic,Claude Mythos 5,claude-mythos-5,2026-06-09,Limited availability (Project Glasswing),https://platform.claude.com/docs/en/about-claude/models/overview,NA,suspended,https://www.anthropic.com/news/fable-mythos-access,2026-06-30,"Same underlying model as Fable 5, fewer safeguards; limited access; suspended 2026-06-12."
